amount,sender_balance,receiver_balance,transaction_speed,sender_country,receiver_country,sender_id,receiver_id,transaction_frequency,is_cross_border,high_risk_sender,high_risk_receiver,time_since_last_tx,is_fraud,amount_to_balance_ratio
135695,970369,1990739,0,AE,SG,GB00895,FR00984,11,1,0,0,32263,0,0.13983855626055655
562769,138888,1734811,2,GB,CN,CA00797,AE00778,2,1,0,0,5952,0,4.051962732561488
30155,1091006,140764,3,AU,DE,IN00217,SG00102,1,1,0,0,36040,0,0.027639628013044842
281517,1049034,1664310,2,AU,SG,FR00112,US00639,2,1,0,0,22114,0,0.2683583182241948
348707,1990705,35596,3,AE,IN,FR00706,CN00914,2,1,0,0,23814,1,0.17516759138094293
791306,1970058,411612,0,JP,GB,GB00215,GB00161,15,1,1,0,64028,1,0.4016663468791274
582480,1317337,1225986,1,DE,FR,CN00031,IN00894,5,1,0,0,29506,0,0.4421647611810797
225365,1618521,1038763,2,JP,AU,DE00732,CN00282,5,1,1,0,3730,1,0.13924131969866316
239120,591379,1774513,0,SG,AU,DE00808,GB00700,5,1,0,0,85342,0,0.4043430693345553
834059,1175901,614412,0,JP,AU,AU00832,JP00361,2,1,0,0,21852,1,0.7092935544743988
359863,1091043,1964096,3,GB,US,DE00997,US00184,2,1,0,0,76954,0,0.3298339295518142
604717,1962907,26174,3,AU,IN,JP00541,CA00516,17,1,0,0,54778,0,0.30807216032140083
633997,56288,1239273,2,IN,CN,SG00658,IN00390,4,1,0,0,85982,0,11.263448692438885
813858,296522,1647746,1,GB,CA,JP00348,IN00241,14,1,0,0,12340,1,2.744679990017604
17182,314944,1691063,3,GB,AE,SG00725,AU00985,1,1,0,0,49724,0,0.05455573054257265
130201,833816,1519514,3,SG,GB,AU00237,US00562,14,1,0,0,9198,0,0.15615075748126686
800423,297498,1069806,3,JP,AU,GB00824,CN00528,12,1,0,0,29300,1,2.6905155664912033
952762,85167,1902746,3,AU,AU,CN00367,JP00995,14,0,0,0,13806,1,11.186985569528103
151047,1474213,576320,2,IN,IN,GB00916,JP00486,18,0,0,1,28609,0,0.1024594139381487
870253,260876,1873324,1,DE,CA,CA00917,IN00523,13,1,0,0,50022,1,3.335887548107147
751839,1662436,1876630,2,US,FR,FR00556,AU00431,4,1,0,0,59734,0,0.45225139494091804
980744,755669,1261044,3,CN,DE,SG00064,US00358,16,1,0,0,32618,1,1.2978486612524796
936252,1661196,1448473,2,FR,JP,DE00406,CA00104,3,1,0,0,32193,0,0.5636011644622309
115892,660445,225623,1,AU,DE,CA00092,AU00289,7,1,0,0,70353,0,0.17547562628227936
192312,1958554,1655630,2,FR,DE,US00537,AU00382,5,1,1,0,15663,0,0.0981908081166003
361125,1769326,1993842,2,DE,AU,GB00402,FR00340,10,1,0,0,24002,1,0.20410314436118612
339726,1634287,569407,2,JP,FR,FR00422,GB00036,17,1,0,0,40779,1,0.20787413716195502
131598,1455463,310422,0,IN,US,FR00335,FR00322,2,1,0,0,18188,0,0.09041658908539757
361428,1360760,552241,0,CA,SG,SG00452,AE00270,16,1,0,0,72861,0,0.2656074546576913
984899,1102294,127372,0,US,CN,AU00343,AE00897,3,1,0,0,6936,0,0.8934993749398981
333740,1771101,1018961,1,AU,IN,CN00272,AE00518,17,1,0,1,71903,1,0.18843645845155077
100872,427041,1540656,0,JP,AE,US00684,GB00724,14,1,0,1,66894,1,0.23621151130687687
85057,509365,1310672,1,CN,IN,SG00230,DE00928,16,1,0,0,22618,0,0.16698634574421092
302444,1073433,458696,3,CN,FR,CN00494,AU00755,11,1,0,0,52459,0,0.2817539613557623
347911,1248783,1704203,3,JP,CA,CN00540,DE00722,12,1,0,0,73020,1,0.2786000450038157
52236,672450,1370207,3,CN,CA,CA00305,FR00946,8,1,0,0,48574,1,0.07768012491635065
721031,1534879,810100,1,CA,FR,FR00330,AU00118,11,1,0,0,74042,0,0.4697640660925063
890026,353739,178523,0,SG,JP,US00236,JP00209,10,1,0,0,8957,1,2.5160527959880024
322685,231043,48354,2,SG,CN,FR00363,GB00856,17,1,0,0,262,1,1.3966447804088415
335251,543828,674219,0,CA,SG,JP00372,CA00632,7,1,1,0,54104,0,0.6164651323580249
65947,730945,503592,1,FR,CA,AE00576,FR00886,4,1,0,1,8045,0,0.09022156249786235
30273,1959599,1545311,0,US,DE,AU00808,DE00492,7,1,0,0,29895,0,0.015448568814333954
789009,495538,1451712,1,AE,IN,DE00358,CA00866,19,1,0,0,50283,0,1.592227034051879
304103,1831953,823304,1,CA,GB,FR00874,DE00849,13,1,0,0,61056,0,0.16599934605309197
878589,680241,1102255,2,FR,JP,JP00402,FR00999,18,1,0,0,22919,1,1.2915848941772108
96659,1670536,23746,2,DE,IN,IN00755,DE00983,18,1,0,0,69108,0,0.057861069740490476
643181,1635887,465873,1,US,AU,US00258,AE00179,12,1,0,0,30180,0,0.3931695771162678
781305,1744787,135457,3,DE,JP,US00687,CN00017,11,1,0,0,62453,1,0.4477939140995434
62783,393837,1368549,3,IN,JP,DE00124,CN00052,12,1,0,0,46595,0,0.15941366605981663
782980,596387,1597227,3,FR,AE,AU00399,GB00691,1,1,0,0,84399,0,1.3128723463120424
119506,1335626,497829,3,GB,GB,GB00878,AU00691,19,0,0,0,17564,0,0.08947564662562724
852538,1177611,1047250,1,GB,DE,GB00887,DE00256,9,1,0,0,65993,0,0.7239555337034046
86627,648632,1559099,1,US,DE,GB00671,JP00184,6,1,0,0,67180,0,0.13355338620357923
885282,828001,1378066,2,DE,CN,DE00120,IN00793,12,1,0,0,8082,1,1.0691798681402558
396675,660295,1389531,3,CN,AU,SG00442,IN00112,6,1,0,0,60785,0,0.6007542083462695
711374,1310106,1065846,2,GB,AU,DE00831,AU00375,6,1,0,0,45025,0,0.5429896512190616
724570,1454965,192095,2,AU,CN,GB00099,AE00616,6,1,0,0,34002,0,0.49799823363448603
618489,86110,312923,2,US,CN,GB00965,FR00387,16,1,0,0,31347,0,7.182545581233306
577938,933266,984833,2,FR,DE,GB00765,AU00499,7,1,0,0,76403,1,0.6192639611857712
834700,881785,856776,1,IN,GB,AE00415,FR00814,18,1,0,0,59813,0,0.9466026298927743
334289,535882,286983,3,DE,US,FR00801,US00283,16,1,0,0,27794,1,0.6238108389533517
277903,743175,1598050,1,US,CA,DE00414,AU00752,8,1,0,0,3678,0,0.3739401890537222
236423,1770955,668304,0,AE,IN,DE00668,JP00332,2,1,0,0,13740,1,0.13350028656854634
481058,1708291,744970,1,FR,GB,CN00714,AE00088,9,1,0,0,69598,0,0.2816019050618425
217437,1144440,1747312,0,FR,FR,DE00516,CN00376,16,0,0,0,46285,0,0.18999423298731258
126623,539243,1983014,2,GB,DE,CA00138,JP00130,14,1,0,0,31602,0,0.23481621458229407
610121,212527,1177148,0,CN,US,IN00517,GB00371,17,1,0,0,70470,0,2.8707928874919424
918829,660895,126731,0,AE,IN,AU00487,FR00876,11,1,0,0,38036,0,1.3902798477821743
116711,359613,537386,2,FR,FR,AE00764,GB00337,6,0,0,0,38955,0,0.3245461092897087
412897,147092,1642658,1,DE,IN,AE00043,FR00031,11,1,0,0,29278,0,2.807066325836891
24952,71517,1880437,0,SG,JP,US00994,GB00141,10,1,0,1,60393,1,0.3488960666694632
327898,1787248,942013,3,JP,US,GB00536,FR00730,5,1,0,0,69352,1,0.183465305318568
27109,1983672,1791008,3,AU,CN,JP00765,IN00847,2,1,0,1,29471,1,0.013666069793796556
208526,1840676,1711561,3,JP,DE,AE00028,DE00757,8,1,1,0,86224,1,0.11328772690033444
560261,1983589,852804,1,AE,US,SG00805,AE00030,8,1,0,0,2381,0,0.28244812811524966
13503,1420692,13846,2,US,JP,US00387,IN00165,1,1,0,0,15145,0,0.009504523147874417
27842,590003,1531455,1,CA,AU,GB00453,CA00992,18,1,0,0,83578,0,0.04718959056140393
283841,778354,1852186,0,DE,SG,GB00440,CN00414,19,1,0,0,29187,0,0.36466826148513404
713616,1079420,837226,1,CN,GB,CN00929,DE00129,2,1,0,0,55576,0,0.6611105964314169
45466,1457059,1334670,2,SG,CA,CN00825,AE00153,8,1,0,0,71418,0,0.031203952619626246
719379,942594,1263736,2,US,GB,FR00607,IN00501,12,1,0,0,15646,1,0.7631907268664982
980784,115561,1940318,3,FR,FR,AE00272,US00162,4,0,0,0,12519,1,8.48715397063023
673662,1873819,1849132,1,AU,AE,DE00197,GB00257,1,1,0,0,20489,0,0.3595128451574031
338604,1532656,1334531,2,US,AE,JP00468,SG00026,3,1,0,0,70509,0,0.22092628743827708
892074,1301163,1363612,3,CA,CA,JP00936,JP00403,12,0,0,0,71212,1,0.6855974232282965
3777,1383967,257431,0,CN,DE,AE00000,SG00569,4,1,0,0,62058,0,0.002729111315515471
418083,1676362,115514,1,JP,GB,IN00139,FR00052,11,1,0,0,20965,0,0.24939899615954073
548608,222451,297611,2,CN,AE,AE00975,AU00897,4,1,0,0,34768,1,2.466197050136884
818026,1304129,1640181,3,JP,GB,JP00760,CN00114,8,1,0,0,37725,0,0.6272584997343055
49704,101140,1997598,3,US,SG,CN00317,CN00358,10,1,0,0,31624,1,0.49143761123195573
150500,91537,444935,3,JP,AE,DE00709,CN00351,12,1,1,0,3562,0,1.644143898095852
783814,796343,864854,2,CA,CN,DE00008,DE00532,10,1,0,0,3905,0,0.984266829745474
256973,1223216,1317554,3,JP,FR,GB00897,DE00162,12,1,0,0,5161,0,0.21007982236988398
799545,1387354,1952058,0,SG,CA,CN00274,CN00160,19,1,0,0,56306,0,0.5763092909235855
954477,1654581,1269920,2,CN,AU,IN00097,AE00177,6,1,0,0,65376,0,0.5768693101153706
703502,425365,527266,1,CN,DE,SG00643,SG00179,19,1,0,0,17764,1,1.6538784338156642
756400,259128,1312162,1,AU,DE,JP00789,CA00899,7,1,0,0,22574,0,2.919020715630885
681285,1673736,428517,1,GB,DE,GB00778,SG00429,11,1,0,0,26548,1,0.4070444801330676
43232,667550,1840689,0,FR,JP,AE00623,GB00388,3,1,0,0,32762,0,0.06476219009812
456055,1923612,673895,2,AE,GB,FR00143,SG00785,17,1,0,0,8744,0,0.23708263412788025
447258,603983,534897,2,US,US,DE00437,AE00201,17,0,0,0,65095,0,0.7405142197710862
999372,345931,129851,3,FR,CN,FR00763,AE00553,15,1,0,0,56519,0,2.8889344984982555
666120,356651,821333,0,US,AU,IN00577,FR00360,6,1,0,1,30041,1,1.8677082077437046
247989,242414,662237,0,GB,CN,JP00934,AE00620,6,1,0,0,6610,0,1.0229978466590213
449885,912286,641498,0,IN,FR,GB00197,IN00379,9,1,1,0,18249,1,0.4931403090697435
151830,97597,472139,2,AE,CN,AE00616,CN00459,18,1,0,0,46520,1,1.5556830640286075
411313,1064079,1753460,1,AE,SG,FR00713,SG00051,7,1,0,0,6883,0,0.38654366828026865
579373,793969,1051900,3,CN,AU,JP00553,AU00637,13,1,0,0,40802,1,0.7297174071027962
85957,742273,1575139,3,US,CA,AE00905,US00515,8,1,0,0,82669,1,0.11580240693114259
754638,1993051,1811421,0,US,SG,CA00970,CA00146,17,1,0,0,78824,0,0.3786345657988682
755216,1202022,740930,1,AE,JP,GB00737,CA00389,7,1,0,0,68504,0,0.628288001384334
515233,157677,1825553,0,AE,CA,IN00897,CA00340,9,1,0,0,77463,0,3.26764842050521
389198,473455,1319248,2,FR,FR,US00355,US00588,6,0,0,0,84339,0,0.8220379972753482
973934,973774,231721,3,JP,IN,US00238,IN00293,17,1,0,0,67537,1,1.0001643091723542
274515,1292329,195823,1,GB,CN,SG00722,GB00819,17,1,0,1,62970,1,0.2124188190468526
588080,918230,1690819,0,FR,CN,JP00151,GB00327,5,1,0,0,15497,1,0.6404495605676138
645405,321880,1004959,0,DE,CN,IN00941,SG00041,2,1,0,0,79138,0,2.005110600223686
558852,330870,314130,2,CA,GB,GB00334,JP00932,10,1,0,0,75863,0,1.6890379907516548
272735,887802,1436797,0,AE,US,CA00017,CN00296,16,1,0,0,1754,0,0.3072025068652695
314681,1873005,1952179,3,AE,CN,SG00286,DE00478,2,1,0,0,79389,1,0.16800862784669554
271683,290064,1855758,3,AU,AE,AU00615,GB00773,3,1,0,0,84836,1,0.9366312262121463
791876,94853,398284,3,GB,GB,US00982,JP00333,7,0,0,0,32155,1,8.348454977702339
383848,1053731,196812,0,FR,JP,CA00095,GB00599,15,1,0,0,44041,0,0.36427513283750784
621362,974999,629958,2,FR,US,DE00665,JP00463,17,1,0,0,71314,0,0.6372950126102693
887675,47870,499135,1,CN,JP,JP00471,DE00226,16,1,0,0,60748,1,18.543451013160645
168148,915884,1659457,0,FR,DE,SG00178,JP00842,2,1,0,0,16336,0,0.18359093509658428
583976,1723160,1728194,2,AU,US,IN00430,AU00058,6,1,0,0,40482,0,0.3388983031175283
248549,1238787,56136,2,SG,SG,AE00252,FR00488,4,0,0,0,5473,0,0.20063901219499397
91192,526931,14882,1,IN,DE,JP00809,JP00435,12,1,0,0,66791,1,0.17306250723529268
92515,1675214,540686,1,US,AE,AE00775,GB00153,10,1,0,0,46298,0,0.05522578010928753
250953,1434161,657168,0,AU,IN,DE00849,DE00087,8,1,0,0,15841,0,0.17498244618282047
533567,607473,954942,0,GB,AE,FR00508,SG00657,13,1,0,0,36322,0,0.8783386257496218
845215,1560857,1002004,1,JP,IN,DE00898,CA00629,18,1,0,0,3418,1,0.541507005446367
373969,423334,165116,1,AU,GB,FR00949,US00447,19,1,0,0,86090,1,0.8833899474174056
21794,1080426,1074980,0,AE,US,FR00364,SG00310,15,1,0,0,2628,0,0.020171673025269662
993738,1527986,1611511,0,US,AU,DE00756,CA00758,13,1,0,0,19895,0,0.6503580530188103
968856,306035,905494,1,IN,FR,JP00968,AU00164,14,1,0,0,61542,1,3.165833973238355
313143,1344857,936546,2,CN,SG,AE00696,JP00138,9,1,0,0,22353,1,0.23284483034255687
640346,1800944,722745,2,FR,AU,JP00835,AU00251,1,1,0,0,36365,1,0.3555613056263826
706659,21593,1770199,2,SG,CA,CN00266,CN00132,19,1,0,0,21413,1,32.72630018987635
450999,512257,1109258,2,AE,DE,JP00994,SG00555,18,1,1,0,74576,0,0.880415494566204
210259,1485871,1285897,0,DE,FR,JP00299,SG00954,7,1,0,0,73700,0,0.1415055546544754
310599,772910,1355775,0,AU,CA,CA00547,AU00315,6,1,0,0,67322,1,0.4018566197875561
478368,1365280,1880658,2,CA,CN,SG00025,DE00358,11,1,0,0,66285,1,0.3503808742529005
678968,1167291,259639,3,JP,US,DE00264,AE00161,3,1,0,0,64948,1,0.5816612995388468
66814,585987,1939757,2,AE,GB,FR00904,GB00936,14,1,0,0,11546,1,0.11401959429134094
930260,1673338,714093,2,CN,DE,AU00888,AU00453,19,1,0,0,79649,1,0.5559307205119348
416368,129777,1253588,1,IN,SG,JP00708,JP00245,1,1,0,0,46587,1,3.2083342965240376
60450,1707018,538746,1,IN,CN,AU00490,GB00173,15,1,1,0,9552,1,0.03541263185273969
280714,1746691,1842653,2,AU,AE,IN00024,CA00032,2,1,0,0,72563,0,0.16071188321231403
747623,1809938,501787,0,AU,US,DE00120,CN00859,2,1,0,0,59482,0,0.41306553042148403
5364,1010954,1270996,1,FR,AE,IN00842,AU00604,8,1,0,0,26918,1,0.005305879397084338
205470,1786600,63343,1,GB,DE,CN00283,CN00874,5,1,0,0,54260,0,0.11500615694615471
719708,908747,1001942,3,DE,DE,US00428,GB00375,19,0,0,0,71940,1,0.7919784054307745
424093,228568,1176097,3,CA,DE,GB00491,SG00209,10,1,0,0,17497,1,1.8554347065205978
345635,1053004,879343,0,FR,JP,AE00746,DE00954,14,1,0,0,81260,0,0.32823711970704766
577059,971746,1079275,3,SG,GB,FR00288,CA00774,18,1,0,0,48901,0,0.593837278465772
285758,366508,1110583,3,DE,CN,DE00778,SG00146,10,1,0,0,16842,0,0.7796773876695734
16855,1163605,1211690,2,DE,FR,CN00715,CN00507,2,1,0,0,50144,0,0.014485156045221532
224271,1535589,171544,3,AU,IN,IN00439,CN00540,7,1,0,0,14886,0,0.1460488451011306
123021,1858067,1588102,3,GB,AU,AE00289,IN00423,9,1,0,0,29763,1,0.06620913024126686
369605,1515297,1373016,3,JP,CN,FR00268,SG00539,13,1,0,0,20621,0,0.24391587919727947
332034,1160147,1526423,0,CA,IN,CA00539,CN00112,13,1,0,1,65102,1,0.28619993845607494
197406,1031602,312428,2,GB,AU,JP00525,CN00482,11,1,0,0,19036,0,0.19135868290290248
378188,1275420,1614052,1,FR,US,SG00002,IN00526,11,1,0,0,62556,0,0.296520361919995
717113,702366,440792,1,AU,FR,IN00172,IN00313,19,1,0,0,45776,1,1.0209961757829964
329703,1794222,1900201,3,JP,FR,IN00499,GB00976,10,1,0,0,58903,0,0.18375819714617256
904571,1145796,343619,1,CA,CA,AE00550,US00928,16,0,0,0,11955,0,0.7894695041700268
916436,511298,1368186,3,CA,JP,US00954,FR00375,17,1,0,0,57884,1,1.792371571959992
896421,1918199,1567970,2,AE,CN,JP00703,IN00615,14,1,0,0,12019,0,0.4673242974269093
810353,435830,1941860,0,GB,AE,DE00557,JP00423,9,1,0,0,46375,1,1.8593327673634215
878759,761342,1912355,2,AE,DE,US00300,JP00265,12,1,1,0,62558,1,1.1542237259996164
289665,1601416,487739,1,JP,IN,AU00449,US00173,6,1,0,0,72525,1,0.18088054571704043
586526,1323051,149515,2,AU,AU,FR00805,CA00321,18,0,0,0,37195,0,0.4433132207299643
586313,1481773,1620714,0,SG,IN,GB00586,US00230,6,1,0,0,13586,0,0.3956834143961322
17440,1730871,784025,0,CA,AE,FR00447,DE00567,12,1,0,0,77913,0,0.010075851984347765
132458,1000524,13476,2,IN,JP,SG00671,AE00802,7,1,0,0,1268,0,0.13238862835874002
418577,1478611,1651064,0,CN,JP,FR00273,FR00961,15,1,0,0,49110,1,0.28308797919128154
277922,232348,24624,1,AE,CN,AE00882,CA00737,14,1,0,0,31429,0,1.1961454370168885
605610,1105340,982568,3,JP,CA,GB00582,IN00579,16,1,0,0,74191,1,0.5478947654115476
885560,848827,51956,2,CN,US,IN00197,AE00609,13,1,0,0,27566,1,1.0432750136364655
576188,835121,144465,1,FR,IN,IN00308,JP00524,4,1,0,0,4838,1,0.6899455288515077
660152,1186847,106565,1,GB,CA,DE00484,DE00803,18,1,0,0,64732,1,0.5562233379702691
831835,55385,69053,0,AU,SG,IN00246,AE00914,1,1,0,0,85924,1,15.019138755980862
38098,587450,1381564,0,FR,DE,CA00871,AE00986,3,1,0,0,46038,0,0.06485317899395693
690123,1040194,986382,2,FR,DE,AU00750,JP00415,5,1,0,0,37203,0,0.6634560476218859
724248,403631,1139873,3,JP,SG,SG00455,AE00925,10,1,0,0,57680,0,1.7943319517083673
163804,1863881,1389734,0,GB,FR,FR00861,DE00464,10,1,0,0,45961,0,0.08788329297846804
975145,1075896,249165,2,US,AE,SG00665,CN00552,7,1,0,0,29710,0,0.9063561905611695
866589,1586440,1251910,2,SG,SG,IN00970,JP00740,12,0,0,0,12573,1,0.5462475731827235
385969,1611325,1123617,2,SG,SG,IN00174,FR00852,1,0,0,0,76714,0,0.2395351651591082
377055,1822742,1329461,3,CN,CA,DE00216,GB00532,11,1,1,0,58664,1,0.20686142087031517
614219,1898911,1147087,0,CN,JP,AU00822,AE00516,5,1,0,0,10949,0,0.32345855071670027
479869,1067539,985519,0,JP,JP,US00450,DE00104,2,0,0,0,14444,0,0.4495095729523699
417573,1584741,1612006,2,DE,AU,FR00264,AE00661,4,1,0,0,17683,1,0.26349605392931713
844512,74252,196079,1,CA,AU,JP00606,SG00297,3,1,0,0,68039,1,11.373592630501536
291847,1681308,1878453,3,FR,US,CN00734,SG00391,5,1,0,0,22499,0,0.17358330537890737
663151,1448959,650856,1,CA,DE,CN00406,GB00827,5,1,0,0,794,1,0.4576740956783456
542964,366105,401816,1,SG,GB,AU00095,DE00254,7,1,0,0,22010,0,1.4830827221698692
971633,1916394,1808678,3,CA,DE,AE00488,SG00807,9,1,1,0,75685,1,0.5070110843594793
610663,1999724,1758468,0,JP,CA,DE00261,JP00042,10,1,0,0,85022,0,0.3053736415625356
684469,1712237,1266994,1,US,GB,IN00542,SG00128,18,1,0,0,31609,1,0.3997513194727132
94386,973553,1741732,0,CA,CN,FR00668,AE00741,19,1,0,0,33754,0,0.09695003764561354
334369,889103,1707848,3,CN,FR,JP00188,CA00795,10,1,0,0,837,1,0.3760745380456483
168877,1481975,151701,2,DE,CA,US00589,JP00459,9,1,0,0,10041,0,0.11395401406906325
705319,483972,999600,0,DE,CA,SG00052,US00554,19,1,0,1,77785,1,1.4573549709487326
627836,886790,178219,3,IN,AE,DE00099,US00578,11,1,0,0,3150,1,0.7079872348583092
691275,1422521,901532,1,JP,CN,US00293,AE00351,11,1,0,0,21770,0,0.4859506467742831
629061,1699366,1789689,0,AE,SG,CN00466,AU00053,14,1,0,0,54106,0,0.37017393545592886
56734,40361,1510798,1,DE,US,CA00190,AE00068,2,1,1,0,74734,1,1.4056638834518471
98617,299878,635512,2,IN,SG,AU00140,GB00870,6,1,0,0,24785,0,0.3288570685412068
400842,476019,731813,2,AE,CN,SG00563,SG00304,14,1,0,0,11468,1,0.8420714299219149
895025,1406081,335782,2,FR,US,CA00098,CA00205,13,1,0,0,61680,0,0.636538720031065
130840,1046384,263559,2,CA,FR,US00197,SG00369,16,1,0,0,66171,0,0.12504013822841328
654220,331473,643787,3,AE,IN,CA00099,SG00871,10,1,0,0,44456,1,1.9736750806249679
984739,1886907,145636,0,AE,CN,DE00069,GB00446,7,1,0,0,58380,1,0.5218799866660095
664050,1511736,59574,3,IN,GB,US00175,CA00160,1,1,0,0,16706,0,0.43926320468653257
361934,227463,292854,1,US,US,AE00754,AE00952,7,0,0,0,63618,0,1.5911774662252762
339261,77188,702090,2,IN,CA,FR00949,AU00183,12,1,0,0,61553,1,4.395255739234078
402475,594261,1811980,3,SG,IN,SG00027,CA00645,2,1,1,0,44358,1,0.6772697518430454
502543,867761,737230,2,JP,CN,IN00893,CN00308,5,1,0,0,73013,0,0.5791260496841872
3242,1988603,78848,1,JP,JP,GB00562,FR00470,16,0,0,0,361,0,0.001630290208754588
471748,1563027,421339,3,AE,CA,GB00442,DE00544,2,1,0,0,24081,1,0.3018169231881471
634395,659008,1421606,3,DE,CA,AU00853,US00401,11,1,0,0,2006,1,0.96265143973973
695132,902049,146676,3,GB,CN,JP00493,AE00317,9,1,0,0,83243,0,0.7706144566425992
361054,1523689,176637,3,CA,CN,AE00312,US00998,3,1,0,0,77088,0,0.2369604295889778
600804,1379555,1575022,2,IN,DE,SG00310,US00044,4,1,0,1,82371,0,0.4355056521849437
567780,1718944,1494161,3,CN,CN,AE00659,CN00476,13,0,0,0,36406,0,0.3303074445706201
600153,812572,538916,1,AE,GB,CN00524,US00654,7,1,0,0,10355,0,0.7385843962135048
733787,1495467,1875946,3,SG,CA,CN00244,DE00295,19,1,0,0,14438,0,0.4906741506164964
816967,556525,1254071,3,FR,FR,SG00655,AE00308,19,0,0,0,26095,1,1.4679789766856834
468161,1753267,1260530,2,CA,DE,FR00825,GB00851,16,1,0,0,19235,0,0.2670220793524318
543916,1869097,794940,0,US,JP,US00831,IN00073,16,1,0,0,46287,1,0.2910046937103853
525660,1913069,1996858,2,AE,CN,GB00639,SG00751,11,1,0,0,27804,0,0.27477315245817063
63179,341957,121413,0,IN,GB,DE00305,AE00336,16,1,0,0,36510,0,0.18475714782852815
674036,63218,365895,1,CN,CN,FR00337,IN00806,14,0,0,0,25898,0,10.662089911101269
143816,1813656,979166,0,DE,AU,SG00914,JP00520,3,1,0,0,60160,1,0.07929618406136556
252824,81669,194013,2,CA,DE,SG00460,DE00011,5,1,0,0,14491,1,3.0957156326145783
263431,808335,103776,2,CN,IN,AU00364,IN00085,14,1,0,0,21264,1,0.3258933486735079
508645,937229,782491,3,GB,AE,FR00174,JP00122,13,1,0,0,79154,1,0.5427115464843704
270375,298433,348449,1,IN,IN,GB00969,US00350,10,0,0,1,5827,0,0.9059822472715819
811554,1868643,652929,3,IN,SG,JP00409,CN00553,15,1,0,0,12965,0,0.43430125497486677
433024,1160891,193548,3,DE,SG,IN00635,CN00164,13,1,0,0,53780,0,0.3730100414250778
703151,1128572,1700399,2,CA,AU,AE00457,DE00228,16,1,0,1,41133,1,0.6230448744076585
817885,1435532,858661,2,SG,CN,GB00998,GB00054,15,1,0,0,71471,1,0.5697434818589903
649022,1348394,1372691,1,JP,IN,IN00384,CN00423,14,1,0,0,65713,0,0.48132964103963677
561990,1823507,524209,0,US,SG,JP00497,CA00642,12,1,0,0,36171,1,0.30819185229341045
533294,1787313,959433,3,IN,IN,FR00768,DE00571,13,0,0,0,53761,1,0.2983775085841148
672749,394524,1243756,0,IN,US,US00167,US00370,10,1,0,0,15538,0,1.705216919629731
928996,1551789,14490,0,JP,AU,GB00400,AU00179,4,1,0,0,22583,1,0.5986612870693117
770098,1779411,379762,1,CA,IN,CN00452,SG00939,11,1,0,0,66564,0,0.4327825330966258
517684,900375,392254,3,JP,CN,AU00597,AU00466,10,1,0,0,49899,0,0.5749648757462169
143379,749951,625831,0,FR,FR,AU00555,DE00522,11,0,0,0,15613,1,0.19118449072006038
534182,1317752,1170739,2,SG,JP,CA00400,FR00409,18,1,0,0,1477,0,0.40537369702341564
719397,1337166,1581293,1,FR,US,SG00039,AE00519,11,1,0,0,81604,1,0.5380012653627149
230538,1280342,365716,0,AU,AE,SG00996,CA00113,9,1,0,0,72379,0,0.1800597027981586
571854,626391,1163155,1,GB,DE,GB00722,JP00793,13,1,0,0,26191,1,0.9129345728147436
819487,216018,1886747,3,JP,DE,FR00885,US00881,17,1,0,0,48478,0,3.793605162532752
311255,1798122,1067713,1,JP,GB,CN00287,AE00118,12,1,0,0,39374,0,0.17310004549190766
533550,1132004,1040087,3,DE,CN,GB00263,GB00248,12,1,0,0,78795,0,0.47133225677647783
502252,112799,1656129,1,US,SG,DE00485,GB00393,9,1,0,0,20507,1,4.45262812613587
7318,916769,602901,0,AU,SG,GB00845,DE00830,15,1,0,0,51500,0,0.007982381603217386
12689,1575928,1196182,2,US,CN,DE00468,DE00692,13,1,0,0,22155,0,0.008051763786162819
360872,567213,461829,0,AE,CN,AU00345,FR00903,4,1,0,0,39362,0,0.6362195506802559
580906,693191,1843304,0,AE,AU,US00737,GB00068,15,1,0,0,50495,0,0.8380172275750839
744020,509418,1735601,0,CN,JP,GB00300,DE00091,8,1,0,0,29602,0,1.460529466960335
477748,875634,408457,1,AE,CN,FR00790,SG00489,19,1,0,0,18153,1,0.5456023863851792
145836,445442,366420,0,CA,FR,SG00557,AU00125,18,1,0,0,13918,1,0.32739615932040533
108014,1281148,742849,3,SG,FR,JP00454,CN00473,7,1,0,0,39348,1,0.08431032168024304
109218,207793,761742,3,DE,JP,CN00280,SG00576,6,1,0,0,36906,0,0.5256096211133195
350295,1901089,381004,2,DE,JP,AE00811,CA00598,6,1,0,0,41563,0,0.18426017929723437
504684,1519126,1763923,2,AU,JP,US00442,US00216,2,1,0,0,50941,0,0.33221997385338675
505403,1003605,289089,0,GB,CA,JP00132,CN00338,16,1,0,1,3390,1,0.5035875668216081
398905,844145,1525452,3,CN,CA,JP00997,DE00607,13,1,0,0,40745,1,0.4725550705151366
877117,1777085,1258344,3,SG,CA,SG00703,IN00806,14,1,0,0,5275,0,0.4935706508129887
239460,494077,722613,0,SG,FR,CA00698,AE00375,19,1,0,0,28843,0,0.4846612977329445
568116,833727,476429,3,AU,CA,AE00025,US00544,6,1,0,0,79245,0,0.6814172984682036
319050,394448,1432426,2,FR,IN,US00002,AU00402,15,1,0,0,24049,1,0.8088518638705229
240540,1370132,1399589,2,GB,DE,JP00459,JP00534,11,1,0,0,40900,0,0.17555972709198822
126366,1564571,744997,2,CN,AU,CA00802,CN00938,2,1,0,0,15667,1,0.0807671879384189
